Ideus code;EAN barcode;Product name;Availability;Photo;Product type;Power supply;Power;Colour;Lampholder type;Dedicated light source;Replacing the light source;Dimmer compatibility;Colour temperature;Light colour;Luminous flux;Luminous beam angle;Ra;Light source lifetime;Power switch;Adjusting the lighting direction;IP;Possibility of outdoor use;Minimum distance from a lit object;Electric shock protection class;CE;Material;Comments;Height;Width;Depth;Mounting hole x;Mounting hole y
03128;5901477331282;IGOR LED D 9W WHITE NW;100;03128.jpg;Ceiling COB LED lighting fitting;230V 50Hz;9 W;white;;COB LED, in set;no;no;4000;neutral white;750 lm;65;>80;30000;no;yes;20;no;0.5;2;yes;aluminium alloy cast;;50;116;116;0;0;
03129;5901477331299;PLANT LED 3W BLACK NW;100;03129.jpg;Garden LED lighting fixture;230V 50Hz;3 W;black;;COB LED, in set;no;no;4500;neutral white;180 lm;60;>80;30000;no;yes;65;yes;0.5;1;yes;aluminium alloy cast;;252;42;77;0;0;
03130;5901477331305;PLANT LED 5W BLACK NW;100;03130.jpg;Garden LED lighting fixture;230V 50Hz;5 W;black;;COB LED, in set;no;no;4500;neutral white;350 lm;60;>80;30000;no;yes;65;yes;0.5;1;yes;aluminium alloy cast;;275;70;87;0;0;
03133;5901477331336;LIMO E27 DARK GREY;100;03133.jpg;Hermetic fixture;220-240V 50/60Hz;max 60 W;dark grey;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;no;no;54;yes;0.5;1;yes;aluminium alloy cast, polycarbonate PC;;70;170;190;0;0;
03134;5901477331343;LIPSK LED 1D NW (likya);100;03134.jpg;Wall & ceiling SMD LED lighting fitting;230V 50Hz;5 W;chrome/black;;SMD LED, in set;no;no;4000;neutral white;300 lm;120;>80;30000;no;no;20;no;0.5;1;yes;stainless steel, plastic;;58;120;120;0;0;
03135;5901477331350;LIPSK LED 2L NW (likya);100;03135.jpg;Wall & ceiling SMD LED lighting fitting;230V 50Hz;2 x 5 W;chrome/black;;SMD LED, in set;no;no;4000;neutral white;2 x 300 lm;120;>80;30000;no;no;20;no;0.5;1;yes;stainless steel, plastic;;58;280;120;0;0;
03136;5901477331367;LIPSK LED 3L NW (likya);100;03136.jpg;Wall & ceiling SMD LED lighting fitting;230V 50Hz;3 x 5 W;chrome/black;;SMD LED, in set;no;no;4000;neutral white;3 x 300 lm;120;>80;30000;no;no;20;no;0.5;1;yes;stainless steel, plastic;;58;430;120;0;0;
03137;5901477331374;LIPSK LED 4D NW (likya);100;03137.jpg;Wall & ceiling SMD LED lighting fitting;230V 50Hz;4 x 5 W;chrome/black;;SMD LED, in set;no;no;4000;neutral white;4 x 300 lm;120;>80;30000;no;no;20;no;0.5;1;yes;stainless steel, plastic;;58;250;250;0;0;
03139;5901477331398;BORYS D SILVER/BLACK;0;03139.jpg;Ceiling lighting point fitting;220-240V 50/60Hz;max 20 W;silver/black;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;2;yes;aluminium alloy cast, plastic;;28;105;105;80;0;
03140;5901477331404;BORYS L SILVER/BLACK;8;03140.jpg;Ceiling lighting point fitting;220-240V 50/60Hz;2 x max 20 W;silver/black;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;2;yes;aluminium alloy cast, plastic;;28;188;105;165;0;
03143;5901477331435;PATI E14 WHITE;100;03143.jpg;Table lamp;220-240V 50/60Hz;max 40 W;white;E14;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;no;20;no;0.3;2;yes;ceramics, stainless steel, textile reinforced plastic;;200;130;130;0;0;
03144;5901477331442;PATI E14 GREEN;100;03144.jpg;Table lamp;220-240V 50/60Hz;max 40 W;green;E14;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;no;20;no;0.3;2;yes;ceramics, stainless steel, textile reinforced plastic;;200;130;130;0;0;
03145;5901477331459;PATI E14 BROWN;100;03145.jpg;Table lamp;220-240V 50/60Hz;max 40 W;brown;E14;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;no;20;no;0.3;2;yes;ceramics, stainless steel, textile reinforced plastic;;200;130;130;0;0;
03146;5901477331466;AGNES E14 WHITE;100;03146.jpg;Table lamp;220-240V 50/60Hz;max 40 W;white/chrome;E14;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;no;20;no;0.3;2;yes;stainless steel, textile reinforced plastic;;300;140;140;0;0;
03147;5901477331473;AGNES E14 GREY;100;03147.jpg;Table lamp;220-240V 50/60Hz;max 40 W;grey/chrome;E14;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;no;20;no;0.3;2;yes;stainless steel, textile reinforced plastic;;300;140;140;0;0;
03148;5901477331480;AGNES E14 PURPLE;100;03148.jpg;Table lamp;220-240V 50/60Hz;max 40 W;purple/chrome;E14;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;no;20;no;0.3;2;yes;stainless steel, textile reinforced plastic;;300;140;140;0;0;
03149;5901477331497;TIVI LED 0,4W;100;03149.jpg;Plug-in LED lamp;230V 50Hz;0,4 W;white;;4 DIP LED, in set;no;no;6500;cold white;9,2 lm;180;>80;20000;yes;no;20;no;0.3;2;yes;ABS;decorative product;65;80;50;0;0;
03150;5901477331503;BLANKA LED 20W NW;50;03150.jpg;Ceiling SMD LED light fitting;230V 50Hz;20 W;white;;SMD LED, in set;no;no;4000;neutral white;1300 lm;160;>80;30000;no;no;20;no;0.5;1;yes;steel sheet, plastic;;50;300;300;0;0;
03151;5901477331510;BLANKA LED 32W NW;0;03151.jpg;Ceiling SMD LED light fitting;230V 50Hz;32 W;white;;SMD LED, in set;no;no;4000;neutral white;2000 lm;160;>80;30000;no;no;20;no;0.5;1;yes;steel sheet, plastic;;50;400;400;0;0;
03152;5901477331527;PABLO LED L 12W NW;2;03152.jpg;Hermetic ceiling light fitting LED;230V 50Hz;12 W;dark grey;;SMD LED, in set;no;no;4500;neutral white;800 lm;160;>80;30000;no;no;54;yes;0.5;2;yes;aluminium alloy cast, plastic;;56;232;110;0;0;
03153;5901477331534;PABLO LED C 12W NW;0;03153.jpg;Hermetic ceiling light fitting LED;230V 50Hz;12 W;dark grey;;SMD LED, in set;no;no;4500;neutral white;800 lm;160;>80;30000;no;no;54;yes;0.5;2;yes;aluminium alloy cast, plastic;;58;213;213;0;0;
03180;5901477331800;IZA LED C NW;100;03180.jpg;Ceiling lighting point SMD LED fitting;230V 50Hz;6 W;transparent/chrome;;SMD LED, in set;no;no;4000;neutral white;450 lm;160;>80;30000;no;no;44;no;0.5;2;yes;steel sheet, glass;for operation in increased-humidity locations, e.g. bathrooms, with transformer;60;80;80;55;0;
03181;5901477331817;VIKI C CHROME;100;03181.jpg;Ceiling lighting point fitting;220-240V 50/60Hz;max 35 W;chrome;GU10;LED;yes;;0;;;0;;0;no;no;44;no;0.5;2;yes;aluminium alloy cast, glass;for operation in increased-humidity locations, e.g. bathrooms;33;92;92;67;0;
03182;5901477331824;VIKI C MAT CHROME;100;03182.jpg;Ceiling lighting point fitting;220-240V 50/60Hz;max 35 W;matt chrome;GU10;LED;yes;;0;;;0;;0;no;no;44;no;0.5;2;yes;aluminium alloy cast, glass;for operation in increased-humidity locations, e.g. bathrooms;33;92;92;67;0;
03183;5901477331831;ADEL LED C CHROME CW;100;03183.jpg;Ceiling lighting point SMD LED fitting;220-240V 50/60Hz;max 50 W;frosted glass/chrome;GU10;LED;yes;no;0;;48 lm;0;;0;no;no;20;no;0.5;2;yes;aluminium alloy cast, glass;with SMD LED: 230V~, 1,2W, 6500K (cold white), transformer;33;95;95;65;0;
03184;5901477331848;ADEL LED D CHROME CW;100;03184.jpg;Ceiling lighting point SMD LED fitting;220-240V 50/60Hz;max 50 W;frosted glass/chrome;GU10;LED;yes;no;0;;48 lm;0;;0;no;no;20;no;0.5;2;yes;aluminium alloy cast, glass;with SMD LED: 230V~, 1,2W, 6500K (cold white), transformer;33;87;87;65;0;
03186;5901477331862;ARTO LED 1D WW;27;03186.jpg;Wall & ceiling SMD LED lighting fitting;230V 50Hz;5 W;chrome;;SMD LED, in set;no;no;3000;warm white;450 lm;140;>80;30000;no;yes;20;no;0.5;1;yes;stainless steel, acrylic glass;;78;120;122;0;0;
03187;5901477331879;ARTO LED 2I WW;5;03187.jpg;Wall & ceiling SMD LED lighting fitting;230V 50Hz;2 x 5 W;chrome;;SMD LED, in set;no;no;3000;warm white;2 x 450 lm;140;>80;30000;no;yes;20;no;0.5;1;yes;stainless steel, acrylic glass;;75;300;148;0;0;
03188;5901477331886;ARTO LED 3I WW;46;03188.jpg;Wall & ceiling SMD LED lighting fitting;230V 50Hz;3 x 5 W;chrome;;SMD LED, in set;no;no;3000;warm white;3 x 450 lm;140;>80;30000;no;yes;20;no;0.5;1;yes;stainless steel, acrylic glass;;75;500;148;0;0;
03189;5901477331893;ARTO LED 4I WW;95;03189.jpg;Wall & ceiling SMD LED lighting fitting;230V 50Hz;4 x 5 W;chrome;;SMD LED, in set;no;no;3000;warm white;4 x 450 lm;140;>80;30000;no;yes;20;no;0.5;1;yes;stainless steel, acrylic glass;;75;645;148;0;0;
03194;5901477331947;OTYLIA LED 12W CHROME NW (sumru);100;03194.jpg;Decorative SMD LED fitting;230V 50Hz;12 W;chrome;;SMD LED, in set;no;no;4000;neutral white;940 lm;120;>80;30000;no;no;44;no;0.5;1;yes;plastic;for operation in increased-humidity locations, e.g. bathrooms, with transformer;65;425;90;0;0;
03198;5901477331985;ELMO LED BLUE NW;58;03198.jpg;SMD LED desk lamp;230V 50Hz;max 6,5 W;blue;;SMD LED, in set;no;tak, ściemniacz w komplecie;4500;neutral white;max 500 lm;120;>80;30000;yes;yes;20;no;0.3;2;yes;polycarbonate PC, ABS;driver included, three-stage lighting regulation (1,25W, 3W, 6,5W), touch switch;405;145;145;0;0;
03199;5901477331992;GOTI LED C BLACK 5W NW;100;03199.jpg;Ceiling lighting point SMD LED fitting;230V 50Hz;5 W;black;;SMD LED, in set;no;no;4000;neutral white;350 lm;160;>80;30000;no;no;20;no;0.5;2;yes;aluminium alloy cast, acrylic glass;;30;80;80;65;0;
03200;5901477332005;GOTI LED D BLACK 5W NW;100;03200.jpg;Ceiling lighting point SMD LED fitting;230V 50Hz;5 W;black;;SMD LED, in set;no;no;4000;neutral white;350 lm;160;>80;30000;no;no;20;no;0.5;2;yes;aluminium alloy cast, acrylic glass;;30;80;80;65;0;
03201;5901477332012;ZYTA E14 WHITE;100;03201.jpg;Table lamp;220-240V 50/60Hz;max 25 W;white;E14;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;no;20;no;0.3;2;yes;stainless steel, textile reinforced plastic;;180;110;110;0;0;
03202;5901477332029;ZYTA E14 YELLOW;100;03202.jpg;Table lamp;220-240V 50/60Hz;max 25 W;yellow;E14;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;no;20;no;0.3;2;yes;stainless steel, textile reinforced plastic;;180;110;110;0;0;
03203;5901477332036;ZYTA FOOT E14;100;03203.jpg;Table lamp;220-240V 50/60Hz;max 25 W;white;E14;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;no;20;no;0.3;2;yes;stainless steel, textile reinforced plastic;;250;110;110;0;0;
03204;5901477332043;FIONA E14;100;03204.jpg;Table lamp;220-240V 50/60Hz;max 25 W;grey/white/beige;E14;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;no;20;no;0.3;2;yes;ceramics, stainless steel, textile reinforced plastic;;340;228;127;0;0;
03205;5901477332050;GOLF E14 WALNUT;100;03205.jpg;Table lamp;220-240V 50/60Hz;max 25 W;brown/beige;E14;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;no;20;no;0.3;2;yes;ceramics, stainless steel, textile reinforced plastic;;280;203;120;0;0;
03206;5901477332067;ROMA E14 BLACK;100;03206.jpg;Table lamp;220-240V 50/60Hz;max 40 W;black/beige;E14;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;no;20;no;0.3;2;yes;ceramics, stainless steel, textile reinforced plastic;;305;195;195;0;0;
03207;5901477332074;ROMA E14 GREY;100;03207.jpg;Table lamp;220-240V 50/60Hz;max 40 W;grey/beige;E14;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;no;20;no;0.3;2;yes;ceramics, stainless steel, textile reinforced plastic;;305;195;195;0;0;
03217;5901477332173;ALUM D WHITE/CHROME;100;03217.jpg;Ceiling lighting point fitting;220-240V 50/60Hz;max 50 W;white/chrome;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;2;yes;aluminium;;28;93;93;75;0;
03218;5901477332180;BORYS D SILVER/SILVER;67;03218.jpg;Ceiling lighting point fitting;220-240V 50/60Hz;max 20 W;silver;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;2;yes;aluminium alloy cast, plastic;;28;105;105;80;0;
03219;5901477332197;BORYS D SILVER/WHITE;46;03219.jpg;Ceiling lighting point fitting;220-240V 50/60Hz;max 20 W;silver/white;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;2;yes;aluminium alloy cast, plastic;;28;105;105;80;0;
03220;5901477332203;BORYS D BEIGE/WHITE;100;03220.jpg;Ceiling lighting point fitting;220-240V 50/60Hz;max 20 W;beige/white;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;2;yes;aluminium alloy cast, plastic;;28;105;105;80;0;
03221;5901477332210;OTTO GU10 INOX;100;03221.jpg;Ceiling lighting fitting;220-240V 50/60Hz;max 35 W;chrome;GU10;LED;yes;;0;;;0;;0;no;no;20;no;0.5;1;yes;aluminium;;100;56;56;0;0;
03222;5901477332227;ALUM C WHITE/CHROME;100;03222.jpg;Ceiling lighting point fitting;220-240V 50/60Hz;max 50 W;white/chrome;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;2;yes;aluminium;;22;92;92;75;0;
03223;5901477332234;BORYS C SILVER/BLACK;100;03223.jpg;Ceiling lighting point fitting;220-240V 50/60Hz;max 20 W;silver/black;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;2;yes;aluminium alloy cast, plastic;;28;105;105;80;0;
03224;5901477332241;BORYS C SILVER/SILVER;4;03224.jpg;Ceiling lighting point fitting;220-240V 50/60Hz;max 20 W;silver;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;2;yes;aluminium alloy cast, plastic;;28;105;105;80;0;
03225;5901477332258;BORYS C SILVER/WHITE;57;03225.jpg;Ceiling lighting point fitting;220-240V 50/60Hz;max 20 W;silver/white;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;2;yes;aluminium alloy cast, plastic;;28;105;105;80;0;
03226;5901477332265;BORYS C BEIGE/WHITE;100;03226.jpg;Ceiling lighting point fitting;220-240V 50/60Hz;max 20 W;beige/white;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;2;yes;aluminium alloy cast, plastic;;28;105;105;80;0;
03227;5901477332272;MONI LED C 5W WW SILVER;100;03227.jpg;Ceiling lighting point SMD LED fitting;230V 50Hz;5 W;silver;;SMD LED, in set;no;no;3000;warm white;400 lm;38;>80;30000;no;yes;20;no;0.5;2;yes;polycarbonate PC, ABS;;43;88;88;74;0;
03228;5901477332289;MONI LED D 5W WW SILVER;100;03228.jpg;Ceiling lighting point SMD LED fitting;230V 50Hz;5 W;silver;;SMD LED, in set;no;no;3000;warm white;400 lm;38;>80;30000;no;yes;20;no;0.5;2;yes;polycarbonate PC, ABS;;43;88;88;74;0;
03229;5901477332296;MONI LED C 5W WW WHITE;100;03229.jpg;Ceiling lighting point SMD LED fitting;230V 50Hz;5 W;white;;SMD LED, in set;no;no;3000;warm white;400 lm;38;>80;30000;no;yes;20;no;0.5;2;yes;polycarbonate PC, ABS;;43;88;88;74;0;
03230;5901477332302;MONI LED D 5W WW WHITE;100;03230.jpg;Ceiling lighting point SMD LED fitting;230V 50Hz;5 W;white;;SMD LED, in set;no;no;3000;warm white;400 lm;38;>80;30000;no;yes;20;no;0.5;2;yes;polycarbonate PC, ABS;;43;88;88;74;0;
03231;5901477332319;TYMON LED 18W NW;100;03231.jpg;Dustproof lighting fitting SMD LED;230V 50Hz;18 W;white;;SMD LED, in set;no;no;4000;neutral white;1600 lm;140;>80;30000;no;no;65;no;0.5;2;yes;aluminium, copper, plastic;;28;53;600;0;0;
03232;5901477332326;TYMON LED 36W NW;100;03232.jpg;Dustproof lighting fitting SMD LED;230V 50Hz;36 W;white;;SMD LED, in set;no;no;4000;neutral white;3200 lm;140;>80;30000;no;no;65;no;0.5;2;yes;aluminium, copper, plastic;;28;53;1200;0;0;
03233;5901477332333;KROMA LED 20W GREY NW;100;03233.jpg;SMD LED floodlight;230V 50Hz;20 W;grey;;SMD LED, in set;no;no;4200;neutral white;1720 lm;120;>80;30000;no;yes;65;yes;0.5;1;yes;aluminium alloy cast, glass;;123;142;23;0;0;
03234;5901477332340;KROMA LED 30W GREY NW;100;03234.jpg;SMD LED floodlight;230V 50Hz;30 W;grey;;SMD LED, in set;no;no;4200;neutral white;2670 lm;120;>80;30000;no;yes;65;yes;0.5;1;yes;aluminium alloy cast, glass;;147;177;25;0;0;
03235;5901477332357;KROMA LED 50W GREY NW;100;03235.jpg;SMD LED floodlight;230V 50Hz;50 W;grey;;SMD LED, in set;no;no;4200;neutral white;4420 lm;120;>80;30000;no;yes;65;yes;0.5;1;yes;aluminium alloy cast, glass;;178;229;29;0;0;
03236;5901477332364;KROMA LED 100W GREY NW;100;03236.jpg;SMD LED floodlight;230V 50Hz;100 W;grey;;SMD LED, in set;no;no;4200;neutral white;8280 lm;120;>80;30000;no;yes;65;yes;0.5;1;yes;aluminium alloy cast, glass;;215;269;32;0;0;
03237;5901477332371;DIANA LED 16W NW;100;03237.jpg;Ceiling SMD LED light fitting;230V 50Hz;16 W;white;;SMD LED, in set;no;no;4000;neutral white;1520 lm;160;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;100;350;350;0;0;
03238;5901477332388;DIANA LED 24W NW;100;03238.jpg;Ceiling SMD LED light fitting;230V 50Hz;24 W;white;;SMD LED, in set;no;no;4000;neutral white;2280 lm;160;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;105;400;400;0;0;
03239;5901477332395;KAROL LED C 18W NW;100;03239.jpg;Ceiling SMD LED light fitting;230V 50Hz;18 W;white;;SMD LED, in set;no;no;4000;neutral white;1600 lm;160;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;70;330;330;0;0;
03240;5901477332401;KAROL LED C 24W NW;100;03240.jpg;Ceiling SMD LED light fitting;230V 50Hz;24 W;white;;SMD LED, in set;no;no;4000;neutral white;2120 lm;160;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;65;380;380;0;0;
03241;5901477332418;SOLEO LED 16W NW;100;03241.jpg;Ceiling SMD LED light fitting;230V 50Hz;16 W;white;;SMD LED, in set;no;no;4000;neutral white;1520 lm;160;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;100;350;350;0;0;
03242;5901477332425;SOLEO LED 24W NW;100;03242.jpg;Ceiling SMD LED light fitting;230V 50Hz;24 W;white;;SMD LED, in set;no;no;4000;neutral white;2280 lm;160;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;105;400;400;0;0;
03243;5901477332432;ALEX LED D 12W NW;100;03243.jpg;Ceiling SMD LED light fitting;230V 50Hz;12 W;silver;;SMD LED, in set;no;no;4000;neutral white;840 lm;140;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;80;270;270;0;0;
03244;5901477332449;ALEX LED D 18W NW;100;03244.jpg;Ceiling SMD LED light fitting;230V 50Hz;18 W;silver;;SMD LED, in set;no;no;4000;neutral white;1260 lm;140;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;80;320;320;0;0;
03245;5901477332456;ALEX LED D 24W NW;100;03245.jpg;Ceiling SMD LED light fitting;230V 50Hz;24 W;silver;;SMD LED, in set;no;no;4000;neutral white;1680 lm;140;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;80;370;370;0;0;
03246;5901477332463;GAWRA LED C 3W NW;100;03246.jpg;LED in-ground lighting fixture;230V 50Hz;3 W;matt chrome;;SMD LED, in set;no;no;4000;neutral white;200 lm;60;>70;30000;no;no;67;yes;0.5;1;yes;stainless steel, glass, plastic;;75;60;60;56;0;
03247;5901477332470;GAWRA LED C 6W NW;100;03247.jpg;LED in-ground lighting fixture;230V 50Hz;6 W;matt chrome;;SMD LED, in set;no;no;4000;neutral white;400 lm;60;>70;30000;no;no;67;yes;0.5;1;yes;stainless steel, glass, plastic;driver included, T=40°C;87;76;76;72;0;
03248;5901477332487;WESPA GU10 WHITE;76;03248.jpg;Hanging lighting fixture;220-240V 50/60Hz;max 50 W;white;GU10;LED;yes;;0;;;0;;0;no;no;20;no;0.5;1;yes;steel sheet, plastic;power cable 80 cm long;1100;60;60;0;0;
03249;5901477332494;T8 LED 9W CW 0,6;100;03249.jpg;T8 SMD LED tube;230V 50Hz;9 W;;G13;;;no;6500;cold white;920 lm;320;>80;20000;;;0;;0;0;yes;glass, plastic;single-end power supply;26;600;26;0;0;
03250;5901477332500;T8 LED 18W CW 1,2;3;03250.jpg;T8 SMD LED tube;230V 50Hz;18 W;;G13;;;no;6500;cold white;1920 lm;320;>80;20000;;;0;;0;0;yes;glass, plastic;single-end power supply;26;1200;26;0;0;
03251;5901477332517;KINGA GU10 1D;100;03251.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;max 35 W;black/chrome;GU10;LED, in set;yes;no;4000;neutral white;380 lm;120;>80;25000;no;yes;20;no;0.5;1;yes;stainless steel; GU10 LED 4W included;110;110;105;0;0;
03252;5901477332524;KINGA GU10 2I;100;03252.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;2 x max 35 W;black/chrome;GU10;LED, in set;yes;no;4000;neutral white;2 x 380 lm;120;>80;25000;no;yes;20;no;0.5;1;yes;stainless steel; GU10 LED 4W included;140;300;80;0;0;
03253;5901477332531;KINGA GU10 3I;100;03253.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;3 x max 35 W;black/chrome;GU10;LED, in set;yes;no;4000;neutral white;3 x 380 lm;120;>80;25000;no;yes;20;no;0.5;1;yes;stainless steel; GU10 LED 4W included;140;500;80;0;0;
03254;5901477332548;KINGA GU10 4I;100;03254.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;4 x max 35 W;black/chrome;GU10;LED, in set;yes;no;4000;neutral white;4 x 380 lm;120;>80;25000;no;yes;20;no;0.5;1;yes;stainless steel; GU10 LED 4W included;140;640;80;0;0;
03255;5901477332555;OLAF GU10 1C;100;03255.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;max 35 W;chrome/matt chrome;GU10;LED, in set;yes;no;4000;neutral white;380 lm;120;>80;25000;no;yes;20;no;0.5;1;yes;aluminium alloy cast; GU10 LED 4W included;120;80;80;0;0;
03256;5901477332562;OLAF GU10 2I;100;03256.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;2 x max 35 W;chrome/matt chrome;GU10;LED, in set;yes;no;4000;neutral white;2 x 380 lm;120;>80;25000;no;yes;20;no;0.5;1;yes;aluminium alloy cast; GU10 LED 4W included;149;405;92;0;0;
03257;5901477332579;OLAF GU10 3I;100;03257.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;3 x max 35 W;chrome/matt chrome;GU10;LED, in set;yes;no;4000;neutral white;3 x 380 lm;120;>80;25000;no;yes;20;no;0.5;1;yes;aluminium alloy cast; GU10 LED 4W included;149;565;92;0;0;
03258;5901477332586;OLAF GU10 4I;100;03258.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;4 x max 35 W;chrome/matt chrome;GU10;LED, in set;yes;no;4000;neutral white;4 x 380 lm;120;>80;25000;no;yes;20;no;0.5;1;yes;aluminium alloy cast; GU10 LED 4W included;149;765;109;0;0;
03259;5901477332593;ETNA G9 1C;27;03259.jpg;Wall & ceiling lighting fitting;230V 50Hz;max 25 W;chrome;G9;G9, in set;yes;;0;;320 lm;180;100;2000;no;yes;20;no;0.5;1;yes;stainless steel, glass;;92;143;80;0;0;
03260;5901477332609;ETNA G9 2I;25;03260.jpg;Wall & ceiling lighting fitting;230V 50Hz;2 x max 25 W;chrome;G9;G9, in set;yes;;0;;2 x 320 lm;180;100;2000;no;yes;20;no;0.5;1;yes;stainless steel, glass;;119;300;80;0;0;
03261;5901477332616;ETNA G9 3I;35;03261.jpg;Wall & ceiling lighting fitting;230V 50Hz;3 x max 25 W;chrome;G9;G9, in set;yes;;0;;3 x 320 lm;180;100;2000;no;yes;20;no;0.5;1;yes;stainless steel, glass;;119;500;80;0;0;
03262;5901477332623;ETNA G9 4I;45;03262.jpg;Wall & ceiling lighting fitting;230V 50Hz;4 x max 25 W;chrome;G9;G9, in set;yes;;0;;4 x 320 lm;180;100;2000;no;yes;20;no;0.5;1;yes;stainless steel, glass;;119;640;80;0;0;
03263;5901477332630;ALMERO WHITE;54;03263.jpg;Hanging lighting fixture;220-240V 50/60Hz;max 42 W;white;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;no;no;20;no;0.5;1;yes;steel sheet, plastic;power cable 100 cm long;1150;320;320;0;0;
03264;5901477332647;JUSTA BLACK;100;03264.jpg;Hanging lighting fixture;220-240V 50/60Hz;max 42 W;black;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;no;no;20;no;0.5;1;yes;steel sheet, plastic;power cable 90 cm long;1150;160;160;0;0;
03265;5901477332654;JUSTA WHITE;100;03265.jpg;Hanging lighting fixture;220-240V 50/60Hz;max 42 W;white;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;no;no;20;no;0.5;1;yes;steel sheet, plastic;power cable 90 cm long;1150;160;160;0;0;
03266;5901477332661;LAMIA WHITE;2;03266.jpg;Hanging lighting fixture;220-240V 50/60Hz;max 42 W;white;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;no;no;20;no;0.5;1;yes;steel sheet, plastic;power cable 90 cm long;1100;200;200;0;0;
03267;5901477332678;GALAXA BLACK 18;100;03267.jpg;Hanging lighting fixture;220-240V 50/60Hz;max 42 W;black;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;no;no;20;no;0.5;1;yes;steel sheet, plastic;power cable 90 cm long;1150;180;180;0;0;
03268;5901477332685;GALAXA BLACK 27;100;03268.jpg;Hanging lighting fixture;220-240V 50/60Hz;max 42 W;black;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;no;no;20;no;0.5;1;yes;steel sheet, plastic;power cable 90 cm long;1150;270;270;0;0;
